,Tipologia,Dia,Horário
7963,restaurante,Thursday,11:00 - 18:00
7964,restaurante,Friday,11:00 - 18:00
7965,restaurante,Monday,07:00 - 14:30
7966,restaurante,Tuesday,07:00 - 14:30
7967,restaurante,Wednesday,07:00 - 14:30
7968,restaurante,Thursday,07:00 - 14:30
7969,restaurante,Friday,07:00 - 14:30
7970,restaurante,Monday,11:00 - 14:30
7971,restaurante,Tuesday,11:00 - 14:30
7972,restaurante,Wednesday,11:00 - 14:30
7973,restaurante,Thursday,11:00 - 14:30
7974,restaurante,Friday,11:00 - 14:30
7975,restaurante,Saturday,11:15 - 15:00
7976,restaurante,Monday,07:30 - 20:00
7977,restaurante,Tuesday,07:30 - 20:00
7978,restaurante,Wednesday,07:30 - 20:00
7979,restaurante,Thursday,07:30 - 20:00
7980,restaurante,Friday,07:30 - 20:00
7981,restaurante,Saturday,09:00 - 17:00
7982,restaurante,Sunday,09:00 - 17:00
7983,restaurante,Monday,11:15 - 14:00
7984,restaurante,Tuesday,11:15 - 14:00
7985,restaurante,Wednesday,11:15 - 14:00
7986,restaurante,Thursday,11:15 - 14:00
7987,restaurante,Friday,11:15 - 14:00
7988,restaurante,Saturday,11:15 - 14:00
7989,restaurante,Sunday,11:15 - 14:00
7990,restaurante,Monday,08:00 - 21:00
7991,restaurante,Tuesday,08:00 - 21:00
7992,restaurante,Wednesday,08:00 - 21:00
7993,restaurante,Thursday,08:00 - 21:00
7994,restaurante,Friday,08:00 - 21:00
7995,restaurante,Saturday,09:00 - 19:00
7996,restaurante,Sunday,09:00 - 19:00
7997,restaurante,Monday,12:00 - 00:00
7998,restaurante,Tuesday,12:00 - 00:00
7999,restaurante,Wednesday,12:00 - 00:00
8000,restaurante,Thursday,12:00 - 00:00
8001,restaurante,Friday,12:00 - 00:00
8002,restaurante,Saturday,12:00 - 00:00
8003,restaurante,Sunday,12:00 - 00:00
8004,restaurante,Monday,12:00 - 00:00
8005,restaurante,Tuesday,12:00 - 23:45
8006,restaurante,Wednesday,12:00 - 00:00
8007,restaurante,Thursday,12:00 - 00:00
8008,restaurante,Friday,12:00 - 00:00
8009,restaurante,Saturday,12:00 - 00:00
8010,restaurante,Sunday,12:00 - 00:00
8011,restaurante,Monday,11:00 - 14:30
8012,restaurante,Tuesday,11:00 - 14:30
8013,restaurante,Wednesday,11:00 - 14:30
8014,restaurante,Thursday,11:00 - 14:30
8015,restaurante,Friday,11:00 - 14:30
8016,restaurante,Saturday,11:00 - 14:30
8017,restaurante,Monday,11:00 - 14:30
8018,restaurante,Tuesday,11:00 - 14:30
8019,restaurante,Wednesday,11:00 - 14:30
8020,restaurante,Thursday,11:00 - 14:30
8021,restaurante,Friday,11:00 - 14:30
8022,restaurante,Saturday,11:30 - 15:30
8023,restaurante,Monday,11:00 - 14:00
8024,restaurante,Tuesday,11:00 - 14:00
8025,restaurante,Wednesday,11:00 - 14:00
8026,restaurante,Thursday,11:00 - 14:00
8027,restaurante,Friday,11:00 - 14:00
8028,restaurante,Tuesday,18:00 - 23:00
8029,restaurante,Wednesday,18:00 - 23:00
8030,restaurante,Thursday,18:00 - 23:00
8031,restaurante,Friday,18:00 - 00:00
8032,restaurante,Saturday,18:00 - 00:00
8033,restaurante,Sunday,12:00 - 16:00
8034,restaurante,Monday,11:00 - 14:30
8035,restaurante,Tuesday,11:00 - 14:30
8036,restaurante,Wednesday,11:00 - 14:30
8037,restaurante,Thursday,11:00 - 14:30
8038,restaurante,Friday,11:00 - 14:30
8039,restaurante,Saturday,11:00 - 14:30
8040,restaurante,Monday,11:00 - 22:00
8041,restaurante,Tuesday,11:00 - 22:00
8042,restaurante,Wednesday,11:00 - 22:00
8043,restaurante,Thursday,11:00 - 22:00
8044,restaurante,Friday,11:00 - 22:00
8045,restaurante,Saturday,11:00 - 22:00
8046,restaurante,Sunday,11:00 - 22:00
8047,restaurante,Monday,11:30 - 15:00
8048,restaurante,Tuesday,11:30 - 15:00
8049,restaurante,Wednesday,11:30 - 15:00
8050,restaurante,Thursday,11:30 - 15:00
8051,restaurante,Friday,11:30 - 23:00
8052,restaurante,Saturday,11:30 - 23:00
8053,restaurante,Sunday,11:30 - 23:00
8054,restaurante,Monday,10:00 - 22:00
8055,restaurante,Tuesday,10:00 - 22:00
8056,restaurante,Wednesday,10:00 - 22:00
8057,restaurante,Thursday,10:00 - 22:00
8058,restaurante,Friday,10:00 - 22:00
8059,restaurante,Saturday,10:00 - 22:00
8060,restaurante,Sunday,10:00 - 22:00
8061,restaurante,Monday,11:00 - 15:00
8062,restaurante,Tuesday,11:00 - 15:00
8063,restaurante,Wednesday,11:00 - 15:00
8064,restaurante,Thursday,11:00 - 15:00
8065,restaurante,Friday,11:00 - 15:00
8066,restaurante,Saturday,11:00 - 15:00
8067,restaurante,Monday,11:00 - 15:00
8068,restaurante,Tuesday,11:00 - 15:00
8069,restaurante,Wednesday,11:00 - 15:00
8070,restaurante,Thursday,11:00 - 15:00
8071,restaurante,Friday,11:00 - 15:00
8072,restaurante,Saturday,11:00 - 15:00
8073,restaurante,Monday,11:00 - 15:00
8074,restaurante,Tuesday,11:00 - 15:00
8075,restaurante,Wednesday,11:00 - 15:00
8076,restaurante,Thursday,11:00 - 15:00
8077,restaurante,Friday,11:00 - 15:00
8078,restaurante,Saturday,11:00 - 15:00
8079,restaurante,Monday,11:00 - 14:30
8080,restaurante,Tuesday,11:00 - 14:30
8081,restaurante,Wednesday,11:00 - 14:30
8082,restaurante,Thursday,11:00 - 14:30
8083,restaurante,Friday,11:00 - 14:30
8084,restaurante,Saturday,11:00 - 14:30
8085,restaurante,Monday,11:00 - 15:00
8086,restaurante,Tuesday,11:00 - 15:00
8087,restaurante,Wednesday,11:00 - 15:00
8088,restaurante,Thursday,11:00 - 15:00
8089,restaurante,Friday,11:00 - 15:00
8090,restaurante,Monday,08:00 - 19:30
8091,restaurante,Tuesday,08:00 - 19:30
8092,restaurante,Wednesday,08:00 - 19:30
8093,restaurante,Thursday,08:00 - 19:30
8094,restaurante,Friday,08:00 - 19:30
8095,restaurante,Saturday,10:30 - 14:30
8096,restaurante,Monday,11:00 - 14:00
8097,restaurante,Tuesday,11:00 - 14:00
8098,restaurante,Wednesday,11:00 - 14:00
8099,restaurante,Thursday,11:00 - 14:00
8100,restaurante,Friday,11:00 - 14:00
8101,restaurante,Saturday,11:00 - 14:00
8102,restaurante,Tuesday,18:00 - 23:00
8103,restaurante,Wednesday,18:00 - 23:00
8104,restaurante,Thursday,18:00 - 23:00
8105,restaurante,Friday,18:00 - 23:00
8106,restaurante,Saturday,18:00 - 23:00
8107,restaurante,Sunday,18:00 - 23:00
8108,restaurante,Monday,11:00 - 14:30
8109,restaurante,Tuesday,11:00 - 14:30
8110,restaurante,Wednesday,11:00 - 14:30
8111,restaurante,Thursday,11:00 - 14:30
8112,restaurante,Friday,11:00 - 14:30
8113,restaurante,Saturday,11:00 - 14:30
8114,restaurante,Monday,11:30 - 23:00
8115,restaurante,Tuesday,11:30 - 23:00
8116,restaurante,Wednesday,11:30 - 23:00
8117,restaurante,Thursday,11:30 - 23:00
8118,restaurante,Friday,11:30 - 23:00
8119,restaurante,Saturday,11:30 - 23:00
8120,restaurante,Sunday,18:00 - 23:00
8121,restaurante,Monday,09:30 - 18:30
8122,restaurante,Tuesday,09:30 - 18:30
8123,restaurante,Wednesday,09:30 - 18:30
8124,restaurante,Thursday,09:30 - 18:30
8125,restaurante,Friday,09:30 - 18:30
8126,restaurante,Saturday,09:00 - 15:00
8127,restaurante,Monday,11:00 - 14:00
8128,restaurante,Tuesday,11:00 - 14:00
8129,restaurante,Wednesday,11:00 - 14:00
8130,restaurante,Thursday,11:00 - 14:00
8131,restaurante,Friday,11:00 - 14:00
8132,restaurante,Saturday,11:00 - 14:00
8133,restaurante,Monday,11:00 - 13:30
8134,restaurante,Tuesday,11:00 - 13:30
8135,restaurante,Wednesday,11:00 - 13:30
8136,restaurante,Thursday,11:00 - 13:30
8137,restaurante,Friday,11:00 - 13:30
8138,restaurante,Saturday,11:00 - 13:00
8139,restaurante,Sunday,11:00 - 13:00
8140,restaurante,Monday,11:00 - 14:30
8141,restaurante,Tuesday,11:00 - 14:30
8142,restaurante,Wednesday,11:00 - 14:30
8143,restaurante,Thursday,11:00 - 14:30
8144,restaurante,Friday,11:00 - 14:30
8145,restaurante,Saturday,11:30 - 14:30
8146,restaurante,Tuesday,10:44 - 14:00
8147,restaurante,Wednesday,10:45 - 14:00
8148,restaurante,Thursday,10:45 - 14:00
8149,restaurante,Friday,10:45 - 14:00
8150,restaurante,Saturday,10:45 - 14:30
8151,restaurante,Sunday,10:45 - 14:30
8152,restaurante,Monday,11:00 - 14:30
8153,restaurante,Tuesday,11:00 - 14:30
8154,restaurante,Wednesday,11:00 - 14:30
8155,restaurante,Thursday,11:00 - 14:30
8156,restaurante,Friday,11:00 - 14:30
8157,restaurante,Saturday,11:00 - 14:30
8158,restaurante,Monday,11:00 - 14:30
8159,restaurante,Tuesday,11:00 - 14:30
8160,restaurante,Wednesday,11:00 - 14:30
8161,restaurante,Thursday,11:00 - 14:30
8162,restaurante,Friday,11:00 - 14:30
8163,restaurante,Saturday,11:00 - 15:00
8164,restaurante,Monday,06:00 - 21:00
8165,restaurante,Tuesday,06:00 - 21:00
8166,restaurante,Wednesday,06:00 - 21:00
8167,restaurante,Thursday,06:00 - 21:00
8168,restaurante,Friday,06:00 - 21:00
8169,restaurante,Saturday,06:00 - 20:00
8170,restaurante,Monday,11:00 - 14:00
8171,restaurante,Tuesday,11:00 - 14:00
8172,restaurante,Wednesday,11:00 - 14:00
8173,restaurante,Thursday,11:00 - 14:00
8174,restaurante,Friday,11:00 - 14:00
8175,restaurante,Saturday,11:00 - 14:00
8176,restaurante,Monday,10:00 - 22:00
8177,restaurante,Tuesday,10:00 - 22:00
8178,restaurante,Wednesday,10:00 - 22:00
8179,restaurante,Thursday,10:00 - 22:00
8180,restaurante,Friday,10:00 - 22:00
8181,restaurante,Saturday,10:00 - 22:00
8182,restaurante,Sunday,10:00 - 22:00
8183,restaurante,Monday,11:00 - 15:00
8184,restaurante,Tuesday,11:00 - 15:00
8185,restaurante,Wednesday,11:00 - 15:00
8186,restaurante,Thursday,11:00 - 15:00
8187,restaurante,Friday,11:00 - 15:00
8188,restaurante,Saturday,17:00 - 23:00
8189,restaurante,Sunday,17:00 - 23:00
8190,restaurante,Monday,11:00 - 14:00
8191,restaurante,Tuesday,11:00 - 14:00
8192,restaurante,Wednesday,11:00 - 14:00
8193,restaurante,Thursday,11:00 - 14:00
8194,restaurante,Friday,11:00 - 14:00
8195,restaurante,Saturday,11:00 - 14:00
8196,restaurante,Sunday,11:00 - 14:00
8197,restaurante,Monday,10:30 - 22:30
8198,restaurante,Tuesday,10:30 - 22:30
8199,restaurante,Wednesday,10:30 - 22:30
8200,restaurante,Thursday,10:30 - 22:30
8201,restaurante,Friday,10:30 - 22:30
8202,restaurante,Saturday,10:30 - 22:30
8203,restaurante,Sunday,10:30 - 22:30
8204,restaurante,Monday,11:00 - 14:30
8205,restaurante,Tuesday,11:00 - 14:30
8206,restaurante,Wednesday,11:00 - 14:30
8207,restaurante,Thursday,11:00 - 14:30
8208,restaurante,Friday,11:00 - 14:30
8209,restaurante,Saturday,11:00 - 14:30
8210,restaurante,Monday,08:00 - 18:00
8211,restaurante,Tuesday,08:00 - 16:00
8212,restaurante,Wednesday,08:00 - 18:00
8213,restaurante,Thursday,08:00 - 18:00
8214,restaurante,Friday,08:00 - 18:00
8215,restaurante,Saturday,09:00 - 16:00
8216,restaurante,Sunday,09:00 - 16:00
8217,restaurante,Wednesday,18:00 - 00:00
8218,restaurante,Thursday,18:00 - 00:00
8219,restaurante,Friday,12:00 - 02:00
8220,restaurante,Saturday,12:00 - 02:00
8221,restaurante,Sunday,12:00 - 18:00
8222,restaurante,Monday,11:00 - 14:30
8223,restaurante,Tuesday,11:00 - 14:30
8224,restaurante,Wednesday,11:00 - 14:30
8225,restaurante,Thursday,11:00 - 14:30
8226,restaurante,Friday,11:00 - 14:30
8227,restaurante,Saturday,11:00 - 14:30
8228,restaurante,Monday,11:00 - 15:00
8229,restaurante,Tuesday,11:00 - 15:00
8230,restaurante,Wednesday,11:00 - 15:00
8231,restaurante,Thursday,11:00 - 15:00
8232,restaurante,Friday,11:00 - 15:00
8233,restaurante,Saturday,11:00 - 15:00
8234,restaurante,Sunday,11:00 - 15:00
8235,restaurante,Monday,10:00 - 17:00
8236,restaurante,Tuesday,10:00 - 17:00
8237,restaurante,Wednesday,10:00 - 17:00
8238,restaurante,Thursday,10:00 - 17:00
8239,restaurante,Friday,10:00 - 17:00
8240,restaurante,Saturday,10:00 - 17:00
8241,restaurante,Sunday,10:00 - 17:00
8242,restaurante,Monday,10:00 - 22:00
8243,restaurante,Tuesday,10:00 - 22:00
8244,restaurante,Wednesday,10:00 - 22:00
8245,restaurante,Thursday,10:00 - 22:00
8246,restaurante,Friday,10:00 - 22:00
8247,restaurante,Saturday,10:00 - 22:00
8248,restaurante,Sunday,10:00 - 22:00
8249,restaurante,Monday,10:00 - 22:00
8250,restaurante,Tuesday,10:00 - 22:00
8251,restaurante,Wednesday,10:00 - 22:00
8252,restaurante,Thursday,10:00 - 22:00
8253,restaurante,Friday,10:00 - 22:00
8254,restaurante,Saturday,10:00 - 22:00
8255,restaurante,Sunday,10:00 - 22:00
8256,restaurante,Monday,11:30 - 22:30
8257,restaurante,Tuesday,11:30 - 22:30
8258,restaurante,Wednesday,11:30 - 22:30
8259,restaurante,Thursday,11:30 - 23:00
8260,restaurante,Friday,11:30 - 23:00
8261,restaurante,Saturday,11:30 - 23:00
8262,restaurante,Sunday,11:30 - 22:30
8263,restaurante,Monday,11:00 - 15:00
8264,restaurante,Tuesday,11:00 - 15:00
8265,restaurante,Wednesday,11:00 - 15:00
8266,restaurante,Thursday,11:00 - 15:00
8267,restaurante,Friday,11:00 - 15:00
8268,restaurante,Saturday,11:00 - 15:00
8269,restaurante,Sunday,11:00 - 15:00
8270,restaurante,Monday,10:00 - 15:00
8271,restaurante,Tuesday,10:00 - 15:00
8272,restaurante,Wednesday,10:00 - 15:00
8273,restaurante,Thursday,10:00 - 15:00
8274,restaurante,Friday,10:00 - 15:00
8275,restaurante,Saturday,10:00 - 15:00
8276,restaurante,Tuesday,11:00 - 14:30
8277,restaurante,Wednesday,11:00 - 14:30
8278,restaurante,Thursday,11:00 - 14:30
8279,restaurante,Friday,11:00 - 14:30
8280,restaurante,Saturday,11:00 - 14:30
8281,restaurante,Sunday,11:00 - 15:00
8282,restaurante,Wednesday,11:00 - 16:00
8283,restaurante,Thursday,11:00 - 16:00
8284,restaurante,Friday,11:00 - 16:00
8285,restaurante,Saturday,11:00 - 16:00
8286,restaurante,Sunday,11:00 - 16:00
8287,restaurante,Monday,12:00 - 15:30
8288,restaurante,Tuesday,12:00 - 15:30
8289,restaurante,Wednesday,12:00 - 15:30
8290,restaurante,Thursday,12:00 - 00:00
8291,restaurante,Friday,12:00 - 00:00
8292,restaurante,Saturday,12:00 - 00:00
8293,restaurante,Monday,07:00 - 18:00
8294,restaurante,Tuesday,07:00 - 18:00
8295,restaurante,Wednesday,07:00 - 18:00
8296,restaurante,Thursday,07:00 - 18:00
8297,restaurante,Friday,07:00 - 18:00
8298,restaurante,Saturday,07:00 - 18:00
8299,restaurante,Monday,11:00 - 14:30
8300,restaurante,Tuesday,11:00 - 14:30
8301,restaurante,Wednesday,11:00 - 14:30
8302,restaurante,Thursday,11:00 - 14:30
8303,restaurante,Friday,11:00 - 14:30
8304,restaurante,Saturday,11:00 - 15:00
8305,restaurante,Sunday,11:00 - 15:00
8306,restaurante,Monday,07:00 - 21:00
8307,restaurante,Tuesday,07:00 - 21:00
8308,restaurante,Wednesday,07:00 - 21:00
8309,restaurante,Thursday,07:00 - 21:00
8310,restaurante,Friday,07:00 - 21:00
8311,restaurante,Saturday,07:00 - 15:00
8312,restaurante,Monday,09:00 - 14:30
8313,restaurante,Tuesday,09:00 - 14:30
8314,restaurante,Wednesday,09:00 - 20:00
8315,restaurante,Thursday,09:00 - 15:00
8316,restaurante,Friday,09:00 - 15:00
8317,restaurante,Saturday,09:00 - 15:30
8318,restaurante,Sunday,09:00 - 15:00
8319,restaurante,Monday,07:40 - 13:30
8320,restaurante,Tuesday,07:40 - 13:30
8321,restaurante,Wednesday,07:40 - 13:30
8322,restaurante,Thursday,07:40 - 13:30
8323,restaurante,Friday,07:40 - 13:30
8324,restaurante,Saturday,07:40 - 13:30
8325,restaurante,Monday,00:00 - 23:59
8326,restaurante,Tuesday,00:00 - 23:59
8327,restaurante,Wednesday,00:00 - 23:59
8328,restaurante,Thursday,00:00 - 23:59
8329,restaurante,Friday,00:00 - 23:59
8330,restaurante,Saturday,00:00 - 23:59
8331,restaurante,Sunday,00:00 - 23:59
8332,restaurante,Monday,07:00 - 14:00
8333,restaurante,Tuesday,07:00 - 14:00
8334,restaurante,Wednesday,07:00 - 14:00
8335,restaurante,Thursday,07:00 - 14:00
8336,restaurante,Friday,07:00 - 14:00
8337,restaurante,Saturday,07:00 - 14:00
8338,restaurante,Monday,08:00 - 18:00
8339,restaurante,Tuesday,08:00 - 18:00
8340,restaurante,Wednesday,08:00 - 18:00
8341,restaurante,Thursday,08:00 - 18:00
8342,restaurante,Friday,08:00 - 18:00
8343,restaurante,Saturday,08:00 - 18:00
8344,restaurante,Monday,10:00 - 17:00
8345,restaurante,Wednesday,10:00 - 17:00
8346,restaurante,Thursday,10:00 - 17:00
8347,restaurante,Friday,10:00 - 17:00
8348,restaurante,Saturday,10:00 - 17:00
8349,restaurante,Sunday,10:00 - 16:00
8350,restaurante,Monday,10:00 - 14:30
8351,restaurante,Tuesday,10:00 - 14:30
8352,restaurante,Wednesday,10:00 - 14:30
8353,restaurante,Thursday,10:00 - 14:30
8354,restaurante,Friday,10:00 - 14:30
8355,restaurante,Saturday,10:00 - 14:30
8356,restaurante,Monday,10:00 - 16:00
8357,restaurante,Tuesday,10:00 - 16:00
8358,restaurante,Wednesday,10:00 - 16:00
8359,restaurante,Thursday,10:00 - 16:00
8360,restaurante,Friday,10:00 - 16:00
8361,restaurante,Saturday,10:00 - 16:00
8362,restaurante,Sunday,10:00 - 16:00
8363,restaurante,Monday,10:30 - 15:30
8364,restaurante,Tuesday,10:30 - 15:30
8365,restaurante,Wednesday,10:30 - 15:30
8366,restaurante,Thursday,10:30 - 15:30
8367,restaurante,Friday,10:30 - 15:30
8368,restaurante,Saturday,10:30 - 15:30
8369,restaurante,Sunday,10:30 - 15:30
8370,restaurante,Monday,06:30 - 21:00
8371,restaurante,Tuesday,06:30 - 21:00
8372,restaurante,Wednesday,06:30 - 21:00
8373,restaurante,Thursday,06:30 - 21:00
8374,restaurante,Friday,06:30 - 21:00
8375,restaurante,Monday,11:30 - 16:00
8376,restaurante,Tuesday,11:30 - 16:00
8377,restaurante,Wednesday,11:30 - 16:00
8378,restaurante,Thursday,11:30 - 16:00
8379,restaurante,Friday,11:30 - 16:00
8380,restaurante,Saturday,11:30 - 16:00
8381,restaurante,Sunday,11:30 - 16:00
8382,restaurante,Monday,07:00 - 21:00
8383,restaurante,Tuesday,07:00 - 21:00
8384,restaurante,Wednesday,07:00 - 21:00
8385,restaurante,Thursday,07:00 - 21:00
8386,restaurante,Friday,07:00 - 21:00
8387,restaurante,Saturday,07:00 - 21:00
8388,restaurante,Monday,09:00 - 20:00
8389,restaurante,Tuesday,09:00 - 20:00
8390,restaurante,Wednesday,09:00 - 20:00
8391,restaurante,Thursday,09:00 - 20:00
8392,restaurante,Friday,09:00 - 20:00
8393,restaurante,Saturday,09:00 - 20:00
8394,restaurante,Sunday,09:00 - 20:00
8395,restaurante,Monday,11:00 - 16:00
8396,restaurante,Tuesday,11:00 - 17:00
8397,restaurante,Wednesday,11:00 - 17:00
8398,restaurante,Thursday,11:00 - 17:00
8399,restaurante,Friday,11:00 - 17:00
8400,restaurante,Saturday,11:00 - 17:00
8401,restaurante,Sunday,11:00 - 17:00
8402,restaurante,Monday,11:00 - 14:00
8403,restaurante,Tuesday,11:00 - 14:00
8404,restaurante,Wednesday,11:00 - 14:00
8405,restaurante,Thursday,11:00 - 14:00
8406,restaurante,Friday,11:00 - 14:00
8407,restaurante,Saturday,11:00 - 14:00
8408,restaurante,Monday,11:00 - 14:00
8409,restaurante,Tuesday,11:00 - 14:00
8410,restaurante,Wednesday,11:00 - 14:00
8411,restaurante,Thursday,11:00 - 14:00
8412,restaurante,Friday,11:00 - 14:00
8413,restaurante,Saturday,11:00 - 14:00
8414,restaurante,Monday,11:00 - 14:00
8415,restaurante,Tuesday,11:00 - 14:00
8416,restaurante,Wednesday,11:00 - 14:00
8417,restaurante,Thursday,11:00 - 14:00
8418,restaurante,Friday,11:00 - 14:00
8419,restaurante,Saturday,11:00 - 14:00
8420,restaurante,Sunday,11:00 - 14:00
8421,restaurante,Monday,11:30 - 23:00
8422,restaurante,Tuesday,11:30 - 23:00
8423,restaurante,Wednesday,11:30 - 23:00
8424,restaurante,Thursday,11:30 - 23:00
8425,restaurante,Friday,11:30 - 23:00
8426,restaurante,Saturday,11:30 - 23:00
8427,restaurante,Sunday,11:30 - 16:00
8428,restaurante,Friday,10:30 - 17:00
8429,restaurante,Saturday,10:30 - 17:00
8430,restaurante,Sunday,10:30 - 16:00
8431,restaurante,Monday,12:00 - 22:00
8432,restaurante,Tuesday,12:00 - 22:00
8433,restaurante,Wednesday,12:00 - 22:00
8434,restaurante,Thursday,12:00 - 23:00
8435,restaurante,Friday,12:00 - 23:00
8436,restaurante,Saturday,12:00 - 23:00
8437,restaurante,Sunday,12:00 - 22:00
8438,restaurante,Monday,10:00 - 19:00
8439,restaurante,Tuesday,10:00 - 22:00
8440,restaurante,Wednesday,10:00 - 22:00
8441,restaurante,Thursday,10:00 - 22:00
8442,restaurante,Friday,10:00 - 22:00
8443,restaurante,Saturday,10:00 - 22:00
8444,restaurante,Sunday,10:00 - 21:00
8445,restaurante,Monday,18:00 - 22:00
8446,restaurante,Tuesday,18:00 - 00:00
8447,restaurante,Thursday,19:00 - 00:00
8448,restaurante,Friday,19:00 - 00:00
8449,restaurante,Sunday,11:00 - 16:00
8450,restaurante,Tuesday,17:00 - 23:30
8451,restaurante,Wednesday,17:00 - 23:30
8452,restaurante,Thursday,17:00 - 22:30
8453,restaurante,Friday,11:00 - 00:00
8454,restaurante,Saturday,11:00 - 00:00
8455,restaurante,Sunday,11:00 - 18:00
8456,restaurante,Tuesday,12:00 - 16:00
8457,restaurante,Wednesday,12:00 - 16:00
8458,restaurante,Thursday,12:00 - 16:00
8459,restaurante,Friday,12:00 - 18:00
8460,restaurante,Saturday,12:00 - 18:00
8461,restaurante,Sunday,12:00 - 18:00
8462,restaurante,Monday,11:30 - 15:00
8463,restaurante,Tuesday,11:30 - 15:00
8464,restaurante,Wednesday,11:30 - 15:00
8465,restaurante,Thursday,11:30 - 15:00
8466,restaurante,Friday,11:30 - 15:00
8467,restaurante,Saturday,11:30 - 15:00
8468,restaurante,Sunday,11:30 - 15:00
8469,restaurante,Monday,11:00 - 00:00
8470,restaurante,Tuesday,11:00 - 00:00
8471,restaurante,Wednesday,11:00 - 00:00
8472,restaurante,Thursday,11:00 - 00:00
8473,restaurante,Friday,11:00 - 00:30
8474,restaurante,Saturday,11:00 - 00:30
8475,restaurante,Sunday,11:00 - 00:00
8476,restaurante,Monday,11:00 - 00:00
8477,restaurante,Tuesday,11:00 - 00:00
8478,restaurante,Wednesday,11:00 - 00:00
8479,restaurante,Thursday,11:00 - 00:00
8480,restaurante,Friday,11:00 - 00:00
8481,restaurante,Saturday,11:00 - 00:00
8482,restaurante,Sunday,11:00 - 00:00
8483,restaurante,Monday,10:30 - 16:30
8484,restaurante,Tuesday,10:30 - 16:30
8485,restaurante,Wednesday,10:30 - 16:30
8486,restaurante,Thursday,10:30 - 16:30
8487,restaurante,Friday,10:30 - 16:30
8488,restaurante,Saturday,10:30 - 16:30
8489,restaurante,Monday,11:30 - 23:00
8490,restaurante,Tuesday,11:30 - 23:00
8491,restaurante,Wednesday,11:30 - 00:00
8492,restaurante,Thursday,11:30 - 00:00
8493,restaurante,Friday,11:30 - 00:00
8494,restaurante,Saturday,11:30 - 00:00
8495,restaurante,Sunday,11:30 - 23:00
8496,restaurante,Monday,07:00 - 16:00
8497,restaurante,Tuesday,07:00 - 16:00
8498,restaurante,Wednesday,07:00 - 16:00
8499,restaurante,Thursday,07:00 - 16:00
8500,restaurante,Friday,07:00 - 16:00
8501,restaurante,Saturday,07:00 - 16:00
8502,restaurante,Monday,11:15 - 15:00
8503,restaurante,Tuesday,11:15 - 15:00
8504,restaurante,Wednesday,11:15 - 15:00
8505,restaurante,Thursday,11:15 - 15:00
8506,restaurante,Friday,11:15 - 15:00
8507,restaurante,Tuesday,11:45 - 15:30
8508,restaurante,Wednesday,11:45 - 15:45
8509,restaurante,Thursday,11:45 - 15:45
8510,restaurante,Friday,11:45 - 15:45
8511,restaurante,Saturday,07:30 - 10:00
8512,restaurante,Sunday,07:30 - 10:00
8513,restaurante,Tuesday,12:00 - 15:00
8514,restaurante,Wednesday,12:00 - 15:00
8515,restaurante,Thursday,12:00 - 15:00
8516,restaurante,Friday,12:00 - 15:30
8517,restaurante,Saturday,12:00 - 15:30
8518,restaurante,Sunday,12:00 - 15:30
8519,restaurante,Monday,11:30 - 15:00
8520,restaurante,Tuesday,11:30 - 15:00
8521,restaurante,Wednesday,11:30 - 15:00
8522,restaurante,Thursday,11:30 - 15:00
8523,restaurante,Friday,11:30 - 15:00
8524,restaurante,Saturday,11:30 - 15:00
8525,restaurante,Sunday,11:30 - 15:00
8526,restaurante,Tuesday,11:30 - 15:30
8527,restaurante,Wednesday,11:30 - 15:30
8528,restaurante,Thursday,11:30 - 15:30
8529,restaurante,Friday,11:30 - 15:30
8530,restaurante,Saturday,08:30 - 11:00
8531,restaurante,Sunday,08:30 - 11:00
8532,restaurante,Monday,12:00 - 20:00
8533,restaurante,Tuesday,12:00 - 20:00
8534,restaurante,Wednesday,12:00 - 22:00
8535,restaurante,Thursday,12:00 - 22:00
8536,restaurante,Friday,12:00 - 23:00
8537,restaurante,Saturday,12:00 - 23:00
8538,restaurante,Sunday,12:00 - 20:00
8539,restaurante,Monday,11:00 - 21:00
8540,restaurante,Tuesday,11:00 - 21:00
8541,restaurante,Wednesday,11:00 - 21:00
8542,restaurante,Thursday,11:00 - 21:00
8543,restaurante,Friday,11:00 - 21:00
8544,restaurante,Saturday,11:00 - 21:00
8545,restaurante,Sunday,11:00 - 21:00
8546,restaurante,Monday,11:00 - 22:00
8547,restaurante,Tuesday,11:00 - 22:00
8548,restaurante,Wednesday,11:00 - 22:00
8549,restaurante,Thursday,11:00 - 22:00
8550,restaurante,Friday,11:00 - 23:00
8551,restaurante,Saturday,11:00 - 23:00
8552,restaurante,Sunday,11:00 - 22:00
8553,restaurante,Thursday,11:00 - 17:00
8554,restaurante,Friday,11:00 - 17:00
8555,restaurante,Saturday,11:00 - 17:00
8556,restaurante,Sunday,11:00 - 17:00
8557,restaurante,Monday,08:00 - 18:00
8558,restaurante,Tuesday,08:00 - 18:00
8559,restaurante,Wednesday,08:00 - 18:00
8560,restaurante,Thursday,08:00 - 18:00
8561,restaurante,Friday,08:00 - 18:00
8562,restaurante,Tuesday,18:00 - 23:00
8563,restaurante,Wednesday,18:00 - 23:00
8564,restaurante,Thursday,18:00 - 23:00
8565,restaurante,Friday,18:00 - 23:00
8566,restaurante,Saturday,18:00 - 23:00
8567,restaurante,Sunday,18:00 - 23:00
8568,restaurante,Saturday,11:00 - 18:00
8569,restaurante,Sunday,11:00 - 18:00
